level_0,index,name,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review
48678,60936,French Door Room w/ Private Entrance,36129206198,VERIFIED,Jorge,Brooklyn,Bedford-Stuyvesant,40.6945,-73.94164,United States,US,1,strict,Private room,2008.0,888,$178 ,2.0,1.0,12/19/2021
48679,60937,Lovely 2 Bedroom Unit in Brooklyn-4.4 mi-Barclay,93177295352,VERIFIED,L A,Brooklyn,Canarsie,40.65492,-73.89856,United States,US,1,strict,Entire home/apt,2007.0,949,$190 ,1.0,3.0,12/19/2021
48680,60938,Cheerful 1 bedroom in shared home with backyard!,55818629872,VERIFIED,Yossi,Brooklyn,Crown Heights,40.67372,-73.93024,United States,US,1,strict,Private room,2020.0,1106,$221 ,5.0,1.0,12/19/2021
48681,60939,Lovely 2BR in NYC! Steps to Times Square!,33668119267,UNCONFIRMED,Suzette,Manhattan,Hell's Kitchen,40.75698,-73.99238,United States,US,0,strict,Entire home/apt,2008.0,664,$133 ,30.0,2.0,12/19/2021
48682,60940,Beautiful 1 bedroom apartment in Williamsburg,61625171904,UNCONFIRMED,Nath,Brooklyn,Williamsburg,40.71317,-73.94714,United States,US,1,flexible,Entire home/apt,2010.0,591,$118 ,2.0,2.0,12/19/2021
48683,60941,Beautiful room on Saint Marks Place East Village,94489982454,UNCONFIRMED,Ulhas,Manhattan,East Village,40.72607,-73.98465,United States,US,1,moderate,Private room,2007.0,907,$181 ,1.0,1.0,12/19/2021
48684,60942,Creative Art Nook in Bushwick w/ Parking Avail,24135307189,UNCONFIRMED,Isaac Haise,Brooklyn,Bushwick,40.69404,-73.92666,United States,US,1,moderate,Private room,2008.0,456,$91 ,1.0,1.0,12/19/2021
48685,60943,Prime Location Williamsburg Studio on Bedford Ave.,51493674951,VERIFIED,Adi,Brooklyn,Williamsburg,40.7165,-73.95731,United States,US,0,moderate,Entire home/apt,2011.0,1076,$215 ,3.0,1.0,12/19/2021
48686,60944,Cozy Bushwick Apt with Big Private Balcony & Cats,32007250633,VERIFIED,Liza,Brooklyn,Bushwick,40.68941,-73.92094,United States,US,0,flexible,Private room,2011.0,596,$119 ,1.0,1.0,12/19/2021
48687,60945,House On Henry (3rd FLR Suite),63028738283,VERIFIED,Annette,Brooklyn,Carroll Gardens,40.67747,-74.00146,United States,US,1,flexible,Entire home/apt,2015.0,1006,$201 ,3.0,276.0,12/18/2021
48688,60946,Loft Suite,50515881456,UNCONFIRMED,The Box House Hotel,Brooklyn,Greenpoint,40.73778,-73.95366,United States,US,0,strict,Entire home/apt,2020.0,750,$150 ,3.0,84.0,12/18/2021
48689,60947,Gramercy~New 1BR~Sleeps4~Rono~,97294149047,UNCONFIRMED,Eran,Manhattan,Gramercy,40.73564,-73.98125,United States,US,1,flexible,Entire home/apt,2004.0,70,$14 ,30.0,14.0,12/18/2021
48690,60948,"Charming, quiet and comfortable 1BR",26370140771,VERIFIED,Dana,Brooklyn,Bedford-Stuyvesant,40.6811,-73.93643,United States,US,0,strict,Entire home/apt,2013.0,472,$94 ,30.0,161.0,12/18/2021
48691,60949,Gorgeous and Spacious Loft in Midtown,47595078770,VERIFIED,Gregory,Manhattan,Midtown,40.74806,-73.98322,United States,US,0,strict,Entire home/apt,2020.0,814,$163 ,1.0,99.0,12/18/2021
48692,60950,Fabulous Apartment with Soaking Tub,97632878090,UNCONFIRMED,AFI Apartments,Manhattan,Upper East Side,40.77532,-73.95518,United States,US,0,strict,Entire home/apt,2014.0,366,$73 ,30.0,7.0,12/18/2021
48693,60951,Excellent Location Gramercy Studio,17517540597,VERIFIED,Julia,Manhattan,Flatiron District,40.74153,-73.98522,United States,US,1,moderate,Entire home/apt,2003.0,535,$107 ,3.0,127.0,12/18/2021
48694,60952,Private room in 4 BR on Riverside,19377692744,VERIFIED,Brian,Manhattan,Harlem,40.8232,-73.95426,United States,US,0,strict,Private room,2011.0,296,$59 ,30.0,109.0,12/18/2021
48695,60953,1BR APT 25 min to Manhattan,89036263547,VERIFIED,Anna,Brooklyn,East Flatbush,40.64743,-73.94647,United States,US,0,flexible,Entire home/apt,2012.0,702,$140 ,30.0,14.0,12/18/2021
48696,60954,Private Room with lock&key-NEAR COLUMBIA Uni.-NYC!,71713835709,VERIFIED,Eddie&Vlad,Manhattan,Harlem,40.82057,-73.95443,United States,US,1,moderate,Private room,2010.0,680,$136 ,1.0,87.0,12/18/2021
48697,60955,SUNNY & QUIET STUDIO NEAR CENTRAL PARK UPPER EAST,34817368033,UNCONFIRMED,Inna,Manhattan,Upper East Side,40.77025,-73.95721,United States,US,0,strict,Entire home/apt,2014.0,356,$71 ,30.0,22.0,12/18/2021
48698,60956,Cozy room in Sunnyside Gardens (near Manhattan),8962962075,VERIFIED,Lidia,Queens,Sunnyside,40.74694,-73.91699,United States,US,1,moderate,Private room,2007.0,1085,$217 ,30.0,18.0,12/18/2021
48699,60957,Private Suite in Classic Brooklyn Brownstone,44277070102,VERIFIED,Linda,Brooklyn,Brooklyn Heights,40.69159,-73.99595,United States,US,0,flexible,Entire home/apt,2012.0,997,$199 ,3.0,135.0,12/18/2021
48700,60958,Garden Apartment in Carroll Gardens Brownstone,57112902754,UNCONFIRMED,Sarah,Brooklyn,Carroll Gardens,40.67887,-74.00151,United States,US,0,strict,Entire home/apt,2015.0,116,$23 ,1.0,78.0,12/18/2021
48701,60959,Nice &Cozy Private b/room near Brooklyn HospitalF2,38419049524,UNCONFIRMED,Rosemarie,Brooklyn,East Flatbush,40.65273,-73.93192,United States,US,0,moderate,Private room,2016.0,404,$81 ,30.0,11.0,12/18/2021
48702,60960,Newly Furnished 2BR~Prime UES~CPark~subway2 blocks,82291507078,VERIFIED,Eran,Manhattan,Upper East Side,40.77351,-73.94802,United States,US,0,moderate,Entire home/apt,2013.0,466,$93 ,30.0,8.0,12/18/2021
48703,60961,Large Opulent Studio Apartment Near Prospect Park,71969854178,VERIFIED,Bridget,Brooklyn,Crown Heights,40.67123,-73.95563,United States,US,1,moderate,Entire home/apt,2018.0,697,$139 ,7.0,5.0,12/18/2021
48704,60962,"Tranquil private bedroom, Hamilton Heights, NY",22364200738,VERIFIED,Allan C.,Manhattan,Harlem,40.83054,-73.94692,United States,US,0,strict,Private room,2015.0,279,$56 ,2.0,43.0,12/18/2021
48705,60963,The Grand Chic,15949201264,UNCONFIRMED,Stay With Vibe,Manhattan,Murray Hill,40.75107,-73.9781,United States,US,0,strict,Entire home/apt,2004.0,985,$197 ,30.0,10.0,12/18/2021
48706,60964,2018Serenity,35636428526,VERIFIED,2018Serenity,Manhattan,East Harlem,40.7953,-73.94249,United States,US,1,strict,Private room,2015.0,963,$193 ,30.0,17.0,12/18/2021
48707,60965,"24/7 Onsite Team, In suite Washer & Dryer",33588189847,VERIFIED,Aka Times Square,Manhattan,Midtown,40.75595,-73.98326,United States,US,0,strict,Entire home/apt,2008.0,307,$61 ,7.0,1.0,12/18/2021
48708,60966,Cozy Master bedroom/private bath.,76510884581,UNCONFIRMED,Roland,Queens,Jamaica,40.67045,-73.77414,United States,US,0,moderate,Private room,2011.0,120,$24 ,1.0,21.0,12/18/2021
48709,60967,Modern & Cozy Apt in Brooklyn.,1350296850,UNCONFIRMED,Vanessa,Brooklyn,Dyker Heights,40.61792,-74.00731,United States,US,0,flexible,Entire home/apt,2006.0,504,$101 ,30.0,24.0,12/18/2021
48710,60968,ELEXEY'S COMFORT. Room is located on the 3rd fl.,55840433097,UNCONFIRMED,Michelle,Queens,St. Albans,40.70094,-73.75531,United States,US,1,moderate,Private room,2013.0,257,$51 ,1.0,105.0,12/18/2021
48711,60969,Bright airy rooms in Queens close to transport,97437084054,VERIFIED,Malca,Queens,Kew Gardens Hills,40.7183,-73.81433,United States,US,1,flexible,Private room,2010.0,558,$112 ,30.0,3.0,12/18/2021
48712,60970,New Renovated Studio~Prime Upper East~W/D,74874146253,VERIFIED,Eran,Manhattan,Upper East Side,40.77578,-73.94697,United States,US,1,flexible,Entire home/apt,2012.0,1061,$212 ,30.0,9.0,12/18/2021
48713,60971,"IVORY COAST ROOM
Is your home away from home",24071010023,VERIFIED,Denise,Brooklyn,Crown Heights,40.67098,-73.93088,United States,US,1,strict,Private room,2005.0,1073,$215 ,5.0,9.0,12/18/2021
48714,60972,GORGEOUS newly renovated 1BR Apt overlooking Park,20887679208,UNCONFIRMED,Scott,Manhattan,East Harlem,40.79337,-73.93392,United States,US,1,flexible,Entire home/apt,2016.0,406,$81 ,4.0,22.0,12/18/2021
48715,60973,"Within A mile, Fordham/BotGarden",82110116243,UNCONFIRMED,Samita,Bronx,Norwood,40.87226,-73.87585,United States,US,1,strict,Private room,2003.0,1001,$200 ,1.0,47.0,12/18/2021
48716,60974,"Spare Room Available.. Bedstuy, 20 mins to City!",478094318,VERIFIED,Eibhlin,Brooklyn,Bedford-Stuyvesant,40.6881,-73.92669,United States,US,0,flexible,Private room,2017.0,189,$38 ,30.0,3.0,12/18/2021
48717,60975,1 bedroom in a 2 bedrooms apartment,80666720532,VERIFIED,Florencia And Harry,Manhattan,Harlem,40.82501,-73.9519,United States,US,0,flexible,Private room,2007.0,573,$115 ,1.0,33.0,12/18/2021
48718,60976,"Sohotel, Standard Queen Two Bed",34667289711,VERIFIED,Sohotel,Manhattan,Little Italy,40.71933,-73.994843,United States,US,1,moderate,Private room,2009.0,376,$75 ,1.0,2.0,12/18/2021
48719,60977,Bed-Stuy Original BEAUTY...,41419494007,VERIFIED,Melissa,Brooklyn,Bedford-Stuyvesant,40.6916,-73.93622,United States,US,1,strict,Entire home/apt,2018.0,1092,$218 ,2.0,21.0,12/18/2021
48720,60978,(5FW) Perfectly Located Chelsea Studio,38801657036,UNCONFIRMED,Isaac,Manhattan,Chelsea,40.74684,-73.99207,United States,US,0,moderate,Entire home/apt,2013.0,554,$111 ,30.0,7.0,12/18/2021
48721,60979,Spacious 1 bedroom apartment in uptown new york,43365182658,UNCONFIRMED,Clothel,Manhattan,Harlem,40.82591,-73.94444,United States,US,0,strict,Entire home/apt,2007.0,816,$163 ,30.0,20.0,12/18/2021
48722,60980,Entire Floor  w/Garden close to Grand Army Plaza,27917141404,UNCONFIRMED,Darrell,Brooklyn,Crown Heights,40.67353,-73.95566,United States,US,1,moderate,Entire home/apt,2011.0,556,$111 ,2.0,38.0,12/18/2021
48723,60981,Charming Greenwich Village Artist’s Haven,71941078154,VERIFIED,Kate,Manhattan,Greenwich Village,40.73235,-73.99791,United States,US,1,flexible,Entire home/apt,2007.0,50,$10 ,30.0,18.0,12/18/2021
48724,60982,"Manhattan, upper W. Side, near Columbia,35’TimeSq.",42459082458,VERIFIED,Hello,Manhattan,Washington Heights,40.85469,-73.93299,United States,US,1,moderate,Private room,2009.0,251,$50 ,30.0,6.0,12/18/2021
48725,60983,Large Elevator 1 Bedroom Best Location,86952138638,VERIFIED,Stay With Vibe,Manhattan,Midtown,40.75577,-73.96589,United States,US,0,moderate,Entire home/apt,2005.0,670,$134 ,30.0,9.0,12/18/2021
48726,60984,❄ Chic 2-BR duplex near Central Park! ❄ #10323,35097594276,UNCONFIRMED,Kady,Manhattan,Harlem,40.80773,-73.95007,United States,US,0,moderate,Entire home/apt,2010.0,946,$189 ,30.0,10.0,12/18/2021
48727,60985,Brand new~Prime UES~W/D~ walk to C park,81736649046,UNCONFIRMED,Eran,Manhattan,Upper East Side,40.77519,-73.94801,United States,US,0,moderate,Entire home/apt,2020.0,982,$196 ,30.0,4.0,12/18/2021
48728,60986,Large comfortable room near Penn Station,50709704195,VERIFIED,Greg,Manhattan,Chelsea,40.74728,-73.99192,United States,US,0,moderate,Private room,2014.0,553,$111 ,3.0,5.0,12/18/2021
48729,60987,Sun-lit Harlem Abode,36779914152,UNCONFIRMED,Adam,Manhattan,Harlem,40.80611,-73.94763,United States,US,1,moderate,Entire home/apt,2016.0,877,$175 ,30.0,1.0,12/18/2021
48730,60988,Staten Island Charm,23231216760,UNCONFIRMED,The Travel,Staten Island,Tompkinsville,40.63354,-74.09364,United States,US,0,flexible,Entire home/apt,2017.0,883,$177 ,3.0,7.0,12/18/2021
48731,60989,"Charming Top Floor Apartment in BedStuy, Brooklyn",12925934010,UNCONFIRMED,Lina,Brooklyn,Bedford-Stuyvesant,40.68013,-73.94734,United States,US,1,moderate,Entire home/apt,2004.0,263,$53 ,30.0,5.0,12/18/2021
48732,60990,Clean private room close to 135 St. 25 mins to TS,83316584289,UNCONFIRMED,Kaz,Manhattan,Harlem,40.81596,-73.94297,United States,US,1,strict,Private room,2008.0,63,$13 ,30.0,3.0,12/18/2021
48733,60991,"*Safe, NYC, Quiet, Private, Garden-side UWS Room",96537328539,UNCONFIRMED,LeeAnne,Manhattan,Upper West Side,40.78834,-73.98006,United States,US,0,strict,Private room,2011.0,720,$144 ,30.0,21.0,12/18/2021
48734,60992,East Village Oasis Elevator Roof Deck Skyline View,60827720785,UNCONFIRMED,Lori,Manhattan,East Village,40.72703,-73.97707,United States,US,1,flexible,Entire home/apt,2022.0,817,$163 ,31.0,5.0,12/18/2021
48735,60993,30-days + Beautiful Oceanfront 3BD Duplex near JFK,49212942679,VERIFIED,Veronika,Queens,Arverne,40.58753,-73.7964,United States,US,0,flexible,Entire home/apt,2012.0,815,$163 ,30.0,4.0,12/18/2021
48736,60994,"Beautiful Two Bedroom, heart of North Williamsburg",64245920118,VERIFIED,Casey,Brooklyn,Williamsburg,40.7134,-73.96094,United States,US,1,strict,Entire home/apt,2012.0,780,$156 ,30.0,7.0,12/18/2021
48737,60995,"Large room, Own Referigator, cupboard & bathroom.",77682728970,VERIFIED,Adesh,Queens,Ozone Park,40.68315,-73.84434,United States,US,0,moderate,Private room,2017.0,282,$56 ,30.0,3.0,12/18/2021
48738,60996,Brooklyn  Room Close To Pratt,56025676092,UNCONFIRMED,Alex And Vlada,Brooklyn,Bedford-Stuyvesant,40.68789,-73.94991,United States,US,0,moderate,Private room,2012.0,339,$68 ,35.0,2.0,12/18/2021
48739,60997,Central Park Apartments Furnished Studio Rentals 1,15852288249,UNCONFIRMED,JRAC Manhattan Realty,Manhattan,Upper West Side,40.79673,-73.96255,United States,US,1,strict,Entire home/apt,2010.0,1184,$237 ,30.0,1.0,12/18/2021
48740,60998,Huge one bedroom apt. In Prime location.,38904406534,UNCONFIRMED,Sara,Brooklyn,Crown Heights,40.6789,-73.95396,United States,US,1,moderate,Entire home/apt,2017.0,141,$28 ,2.0,14.0,12/18/2021
48741,60999,Stunning Alcove Studio on Prime East Village Block,51316416061,UNCONFIRMED,Jeremy,Manhattan,East Village,40.72757,-73.98685,United States,US,1,strict,Entire home/apt,2019.0,461,$92 ,75.0,5.0,12/18/2021
48742,61000,Extra Large Studio in the East Village near NYU,24289193666,VERIFIED,Jeremy,Manhattan,East Village,40.72561,-73.98815,United States,US,1,flexible,Entire home/apt,2006.0,776,$155 ,90.0,3.0,12/18/2021
48743,61001,Beautiful bedroom rental $65 a night,72672171760,VERIFIED,Trevis,Brooklyn,Flatlands,40.61525,-73.92357,United States,US,0,moderate,Private room,2022.0,605,$121 ,1.0,26.0,12/18/2021
48744,61002,Pristine Studio in the East Village with Cool Art,92826314743,VERIFIED,Jeremy,Manhattan,East Village,40.72754,-73.98793,United States,US,0,moderate,Entire home/apt,2015.0,807,$161 ,75.0,3.0,12/18/2021
48745,61003,Beautiful NEW Studio ~Prime Location~W&D in unit ~,63455013259,UNCONFIRMED,Jt,Manhattan,Upper East Side,40.76993,-73.95647,United States,US,0,flexible,Entire home/apt,2008.0,1155,$231 ,30.0,1.0,12/18/2021
48746,61004,The York Flat,14241555172,VERIFIED,Stay With Vibe,Manhattan,Upper East Side,40.77667,-73.94955,United States,US,1,flexible,Entire home/apt,2020.0,217,$43 ,30.0,1.0,12/18/2021
48747,61005,Lisa's Comfortable 1 bedroom apt 9 mins from JFK,31309093353,UNCONFIRMED,Lisa,Queens,Laurelton,40.67523,-73.74813,United States,US,0,moderate,Private room,2018.0,221,$44 ,1.0,10.0,12/18/2021
48748,61006,Whole apartment (home away from home),64822268368,UNCONFIRMED,Alé,Manhattan,Kips Bay,40.74398,-73.97586,United States,US,1,flexible,Entire home/apt,2010.0,663,$133 ,2.0,21.0,12/18/2021
48749,61007,Cozy Entire Apartment near Times Square,85188527217,UNCONFIRMED,Stay And Smile,Manhattan,Hell's Kitchen,40.76139,-73.99441,United States,US,0,strict,Entire home/apt,2022.0,126,$25 ,3.0,9.0,12/18/2021
48750,61008,"Private room in Harlem, Manhattan near 2, 3 train 135th St",56990132876,VERIFIED,Kaz,Manhattan,Harlem,40.81082,-73.94275,United States,US,0,strict,Private room,2006.0,376,$75 ,30.0,3.0,12/18/2021
48751,61009,Beautiful Furnished 1 Bedroom in Midtown West,37243903889,UNCONFIRMED,Josua,Manhattan,Hell's Kitchen,40.76152,-73.98679,United States,US,0,flexible,Entire home/apt,2016.0,430,$86 ,30.0,1.0,12/18/2021
48752,61010,WFH away from home in the heart of Manhattan.,43160176407,UNCONFIRMED,Gene,Manhattan,Theater District,40.76089,-73.98409,United States,US,0,strict,Private room,2009.0,766,$153 ,3.0,5.0,12/18/2021
48753,61011,Classic #13 - Furnished Studio Rentals,89042097995,VERIFIED,Esplanade 99,Manhattan,Upper West Side,40.79568,-73.9702,United States,US,1,moderate,Private room,2020.0,1171,$234 ,30.0,3.0,12/18/2021
48754,61012,UNTITLED at Freeman - Alley Queen WorkStudio 719,29233285307,UNCONFIRMED,Karen,Manhattan,Lower East Side,40.72114,-73.99156,United States,US,0,strict,Entire home/apt,2005.0,692,$138 ,2.0,13.0,12/18/2021
48755,61013,Modern Bedroom w priv br and close to train,15147990941,UNCONFIRMED,Navid,Brooklyn,Bushwick,40.68897,-73.91754,United States,US,0,moderate,Private room,2015.0,795,$159 ,2.0,10.0,12/18/2021
48756,61014,Studio Apartment | UES 74th St 2 minutes walk from Q Line,5823715233,UNCONFIRMED,Dionisio & JC,Manhattan,Upper East Side,40.77127,-73.9576,United States,US,1,flexible,Entire home/apt,2010.0,99,$20 ,30.0,1.0,12/18/2021
48757,61015,Cute private bedroom with private entrance!,22202710273,UNCONFIRMED,Michael,Brooklyn,Crown Heights,40.67738,-73.93786,United States,US,0,flexible,Private room,2009.0,140,$28 ,3.0,1.0,12/18/2021
48758,61016,"Great studio, private half bathroom/shared full",30525823383,VERIFIED,Julianna,Manhattan,East Harlem,40.79431,-73.94499,United States,US,0,moderate,Private room,2010.0,944,$189 ,30.0,1.0,12/18/2021
48759,61017,Shoreham Hotel - Inclusive Studio in chic Midtown Manhattan,7676906647,VERIFIED,Shoreham,Manhattan,Midtown,40.76203,-73.97552,United States,US,0,strict,Entire home/apt,2020.0,159,$32 ,1.0,4.0,12/18/2021
48760,61018,Brooklyn Private Renovated 2BR Oasis,79217885048,VERIFIED,Richardson,Brooklyn,Canarsie,40.63461,-73.88901,United States,US,1,strict,Entire home/apt,2010.0,929,$186 ,2.0,5.0,12/18/2021
48761,61019,Bohemian Style Bedroom 1,58599189798,UNCONFIRMED,Lucy,Manhattan,Two Bridges,40.7115,-73.99368,United States,US,0,moderate,Private room,2007.0,506,$101 ,3.0,4.0,12/18/2021
48762,61020,Spacious and Comfortable Private Room,81983727758,UNCONFIRMED,Jose,Queens,Ridgewood,40.69991,-73.90145,United States,US,1,flexible,Private room,2012.0,295,$59 ,30.0,1.0,12/18/2021
48763,61021,"Huge loft in Willamsburg, BK",71070856895,UNCONFIRMED,Chris,Brooklyn,Greenpoint,40.72555,-73.95576,United States,US,1,strict,Entire home/apt,2004.0,224,$45 ,5.0,1.0,12/18/2021
48764,61022,Lovely private room in the Bronx,93690210724,VERIFIED,Marcos,Bronx,Fordham,40.87038,-73.88804,United States,US,1,moderate,Private room,2011.0,825,$165 ,1.0,4.0,12/18/2021
48765,61023,Lovely 1 Bedroom Loft/Apartment in Brooklyn,47623959331,VERIFIED,Destiny,Brooklyn,Williamsburg,40.71175,-73.9645,United States,US,0,flexible,Entire home/apt,2012.0,832,$166 ,4.0,6.0,12/18/2021
48766,61024,Nice private room Brooklyn,41936378401,VERIFIED,Kristina,Brooklyn,Flatbush,40.63772,-73.95277,United States,US,1,flexible,Private room,2020.0,412,$82 ,30.0,1.0,12/18/2021
48767,61025,Amazing skyline view in ultra luxury apartments,35306482647,VERIFIED,May,Manhattan,Chelsea,40.75083,-73.99428,United States,US,1,strict,Entire home/apt,2008.0,935,$187 ,1.0,2.0,12/18/2021
48768,61026,B & B Room 1,60348042119,VERIFIED,Angela,Brooklyn,Bedford-Stuyvesant,40.68288,-73.95646,United States,US,0,flexible,Private room,2007.0,1084,$217 ,30.0,69.0,12/17/2021
48769,61027,House On Henry (2nd FLR Suite),96000342736,UNCONFIRMED,Annette,Brooklyn,Carroll Gardens,40.67813,-74.00062,United States,US,1,flexible,Entire home/apt,2015.0,1008,$202 ,4.0,178.0,12/17/2021
48770,61028,Bedroom for two in Chelsea,41935195663,VERIFIED,Michael,Manhattan,Chelsea,40.74424,-73.99573,United States,US,0,strict,Private room,2022.0,635,$127 ,3.0,293.0,12/17/2021
48771,61029,Art Dealer's One of a Kind Williamsburg Aptartment,70477841351,UNCONFIRMED,Angelo,Brooklyn,Williamsburg,40.712,-73.95286,United States,US,1,flexible,Entire home/apt,2016.0,1016,$203 ,30.0,16.0,12/17/2021
48772,61030,Carnegie Hill 3 Bedroom 2 Bath Apartment + Laundry,52994494994,VERIFIED,Janelle,Manhattan,East Harlem,40.78491,-73.94708,United States,US,0,moderate,Entire home/apt,2019.0,339,$68 ,30.0,97.0,12/17/2021
48773,61031,Blissfully Quiet Room,61456722305,VERIFIED,Carol,Bronx,Williamsbridge,40.87954,-73.85003,United States,US,0,moderate,Private room,2016.0,456,$91 ,30.0,31.0,12/17/2021
48774,61032,Private Room in “Hipster Times Square”,94141238223,VERIFIED,Stephanie,Brooklyn,Williamsburg,40.71187,-73.95777,United States,US,0,strict,Private room,2007.0,1052,$210 ,7.0,16.0,12/17/2021
48775,61033,⭐️⭐️ The Most Affordable 3BR Apartment  ⭐️⭐️,85953894989,UNCONFIRMED,Junior,Bronx,Mount Hope,40.84625,-73.90436,United States,US,0,strict,Entire home/apt,2020.0,967,$193 ,3.0,106.0,12/17/2021
48776,61034,LRG furnished Loft Space,87157275448,VERIFIED,Karen,Brooklyn,Park Slope,40.67601,-73.98216,United States,US,1,strict,Private room,2014.0,542,$108 ,2.0,55.0,12/17/2021
48777,61035,"Cool, cozy urban pad",43650126957,UNCONFIRMED,Cathy,Brooklyn,Bedford-Stuyvesant,40.67741,-73.9275,United States,US,0,moderate,Entire home/apt,2011.0,310,$62 ,30.0,188.0,12/17/2021
48778,61036,Bright sunny room in NYC!,66844165944,VERIFIED,Anthony,Brooklyn,Crown Heights,40.67072,-73.9404,United States,US,0,flexible,Private room,2009.0,97,$19 ,30.0,161.0,12/17/2021
48779,61037,Comfy Bedroom w/Private Bathroom (JFK - 10 Mins),3851482670,VERIFIED,Nickesha,Queens,St. Albans,40.68657,-73.76906,United States,US,0,flexible,Private room,2019.0,188,$38 ,4.0,35.0,12/17/2021
48780,61038,"Home For Medical Professionals - ""Fasciculation""",80062076621,VERIFIED,Stat,Queens,Edgemere,40.59457,-73.77103,United States,US,0,flexible,Private room,2008.0,233,$47 ,6.0,3.0,12/17/2021
48781,61039,Modern Apt in Townhouse in Williamsburg prime!,84358876122,UNCONFIRMED,Jaime,Brooklyn,Williamsburg,40.71306,-73.96048,United States,US,1,flexible,Entire home/apt,2022.0,1083,$217 ,30.0,35.0,12/17/2021
48782,61040,Bushwick Cozy Room available for long term stay,9823107700,VERIFIED,Lakisha,Brooklyn,Bushwick,40.68689,-73.91137,United States,US,0,moderate,Private room,2021.0,321,$64 ,1.0,67.0,12/17/2021
48783,61041,145 Mulberry-Studio In Little Italy,44774252895,VERIFIED,Jeniffer,Manhattan,Little Italy,40.71896,-73.99774,United States,US,0,moderate,Entire home/apt,2004.0,992,$198 ,30.0,8.0,12/17/2021
48784,61042,Flatbush Comfy Room (Rm# 2),72140535351,VERIFIED,Hyacinth,Brooklyn,East Flatbush,40.64996,-73.93706,United States,US,0,flexible,Private room,2010.0,833,$167 ,3.0,91.0,12/17/2021
48785,61043,My Sunny Island Room,36394439875,VERIFIED,Ladi,Manhattan,Roosevelt Island,40.76288,-73.94785,United States,US,0,flexible,Private room,2015.0,833,$167 ,30.0,53.0,12/17/2021
48786,61044,CHIC and COZY- 1st stop out of Manhattan!,27970867605,VERIFIED,Jessica,Queens,Long Island City,40.74756,-73.94952,United States,US,0,moderate,Private room,2003.0,527,$105 ,2.0,45.0,12/17/2021
48787,61045,Sunny East Village Room!,75077168860,UNCONFIRMED,Hannah,Manhattan,Stuyvesant Town,40.7303,-73.97875,United States,US,1,flexible,Private room,2018.0,496,$99 ,5.0,12.0,12/17/2021
48788,61046,"Spacious, Sunny Room in BKLYN, NYC.",41608319542,UNCONFIRMED,Andrei,Brooklyn,Midwood,40.61188,-73.94881,United States,US,0,moderate,Private room,2018.0,574,$115 ,3.0,27.0,12/17/2021
48789,61047,"Humble Abode - CLEAN, SAFE, AFFORDABLE.",50373853140,UNCONFIRMED,Elenora And Jason,Brooklyn,Flatlands,40.61973,-73.92633,United States,US,0,flexible,Private room,2008.0,621,$124 ,30.0,42.0,12/17/2021
48790,61048,Charming NEW Nordic Style studio apartment,159402736,UNCONFIRMED,K,Brooklyn,Bushwick,40.68873,-73.91524,United States,US,0,flexible,Entire home/apt,2022.0,1167,$233 ,30.0,7.0,12/17/2021
48791,61049,ECHO loft - sunny top floor uptown Manhattan,89510076092,VERIFIED,Viktor,Manhattan,Harlem,40.82585,-73.94524,United States,US,0,strict,Entire home/apt,2021.0,185,$37 ,28.0,6.0,12/17/2021
48792,61050,TIME SQ WEST-COZY KING ROOM,38215998592,UNCONFIRMED,Casamia 36,Manhattan,Hell's Kitchen,40.75552,-73.99871,United States,US,1,moderate,Hotel room,2022.0,93,$19 ,1.0,29.0,12/17/2021
48793,61051,Cozy Room in Townhouse Close to 5 Medical Centers,185203287,VERIFIED,Eugenia,Brooklyn,Crown Heights,40.67001,-73.92322,United States,US,1,flexible,Private room,2011.0,206,$41 ,21.0,10.0,12/17/2021
48794,61052,More Comfy Bushwick,83061586757,UNCONFIRMED,Hupeto,Brooklyn,Bushwick,40.68886,-73.91793,United States,US,0,flexible,Entire home/apt,2016.0,1010,$202 ,3.0,41.0,12/17/2021
48795,61053,2040 Nostrand Avenue Brooklyn NY 11210...,70561804855,VERIFIED,Tiffany,Brooklyn,Flatbush,40.63214,-73.94767,United States,US,0,moderate,Entire home/apt,2007.0,461,$92 ,4.0,3.0,12/17/2021
48796,61054,★ HIP NYC STUDIO W/sleeping loft-central location★,21996039406,VERIFIED,Inna,Manhattan,Upper East Side,40.769524,-73.956451,United States,US,1,strict,Entire home/apt,2011.0,739,$148 ,30.0,8.0,12/17/2021
48797,61055,"Sun-filled, Cozy 1-2 Bedroom Apt in Williamsburg",95903441866,UNCONFIRMED,Michael & Olivier,Brooklyn,Greenpoint,40.71968,-73.94776,United States,US,0,moderate,Private room,2020.0,1187,$237 ,4.0,11.0,12/17/2021
48798,61056,Bright and spacious Studio,50029988665,VERIFIED,Katelyn,Manhattan,East Harlem,40.79626,-73.94388,United States,US,0,strict,Entire home/apt,2021.0,806,$161 ,7.0,7.0,12/17/2021
48799,61057,In front of Flushing  Library 2BR for 5-7 guests,64436156108,UNCONFIRMED,Karem,Queens,Flushing,40.75924,-73.82989,United States,US,1,strict,Private room,2015.0,459,$92 ,1.0,7.0,12/17/2021
